emp_no,title,salary
253174,Senior Staff,74129
253176,Staff,61452
253184,Senior Staff,72248
253190,Senior Engineer,40000
253191,Senior Staff,59732
253204,Engineer,40000
253210,Staff,40000
253212,Senior Staff,40000
253217,Senior Staff,48552
253225,Senior Engineer,40117
253234,Senior Engineer,40000
253249,Senior Staff,43455
253260,Senior Staff,40000
253265,Staff,73130
253266,Senior Staff,53309
253272,Senior Staff,64560
253294,Senior Engineer,40000
253297,Staff,82269
253315,Senior Engineer,67052
253323,Engineer,46236
253324,Senior Staff,51274
253325,Senior Engineer,40000
253340,Senior Engineer,51186
253346,Engineer,52308
253354,Senior Staff,74218
253359,Senior Engineer,41721
253381,Senior Staff,40000
253396,Staff,48748
253402,Senior Engineer,56218
253410,Senior Engineer,40000
253415,Senior Engineer,40000
253417,Senior Staff,40000
253440,Staff,60769
253445,Senior Engineer,40000
253448,Senior Engineer,40000
253457,Senior Engineer,40000
253462,Engineer,47475
253465,Staff,51313
253469,Senior Engineer,40000
253472,Senior Staff,72004
253473,Senior Engineer,40000
253487,Senior Engineer,40000
253492,Senior Engineer,40000
253501,Senior Staff,40000
253509,Senior Staff,75130
253511,Senior Engineer,56484
253514,Engineer,41810
253516,Senior Engineer,40000
253539,Senior Engineer,55127
253548,Staff,59505
253549,Senior Staff,56444
253556,Engineer,43361
253562,Senior Engineer,42879
253569,Senior Staff,46844
253571,Engineer,43662
253572,Senior Staff,40000
253579,Senior Staff,62646
253580,Senior Engineer,40000
253582,Technique Leader,49083
253595,Staff,40000
253607,Senior Engineer,47961
253625,Senior Staff,75236
253632,Senior Staff,68125
253634,Technique Leader,40000
253636,Senior Staff,62591
253648,Senior Staff,69882
253650,Senior Engineer,49118
253652,Senior Staff,61535
253657,Engineer,67519
253670,Senior Staff,89680
253679,Staff,62731
253683,Senior Staff,92760
253697,Senior Engineer,40000
253700,Staff,40000
253704,Senior Staff,69171
253714,Senior Staff,64165
253726,Senior Engineer,54141
253727,Senior Engineer,70124
253729,Senior Engineer,40631
253733,Senior Staff,49107
253745,Senior Engineer,63262
253758,Senior Engineer,50818
253777,Senior Staff,40000
253785,Senior Staff,56646
253796,Engineer,46169
253797,Senior Staff,40000
253805,Senior Engineer,57569
253820,Senior Engineer,46350
253823,Senior Engineer,40000
253827,Senior Staff,49384
253828,Senior Staff,40000
253830,Senior Staff,55901
253832,Technique Leader,42277
253847,Senior Engineer,53289
253848,Senior Staff,52046
253851,Staff,70555
253863,Engineer,48209
253865,Assistant Engineer,40000
253866,Senior Engineer,55652
253869,Senior Staff,48578
253885,Senior Engineer,41274
253896,Senior Staff,84103
253909,Senior Engineer,40000
253911,Senior Engineer,42855
253914,Senior Engineer,53856
253917,Senior Engineer,41199
253928,Senior Engineer,53683
253930,Senior Engineer,40000
253977,Senior Engineer,40000
254003,Senior Staff,87386
254013,Senior Staff,49959
254016,Senior Engineer,50564
254024,Senior Staff,59695
254038,Senior Engineer,40000
254043,Senior Staff,40000
254051,Senior Engineer,47694
254053,Senior Engineer,52224
254064,Senior Staff,99178
254065,Senior Engineer,45278
254069,Senior Engineer,67748
254070,Staff,70055
254075,Senior Staff,41110
254077,Senior Staff,46192
254079,Senior Engineer,40000
254084,Senior Engineer,64575
254091,Senior Staff,40000
254097,Senior Engineer,66484
254117,Senior Engineer,48181
254127,Staff,40000
254138,Engineer,74086
254139,Engineer,40000
254141,Senior Staff,40000
254167,Senior Staff,59272
254188,Senior Engineer,48292
254190,Staff,46530
254203,Senior Staff,80506
254206,Staff,76338
254212,Engineer,52200
254213,Senior Engineer,63379
254220,Engineer,40000
254223,Staff,74043
254236,Senior Engineer,51843
254237,Senior Staff,58370
254241,Senior Engineer,44902
254245,Senior Engineer,52777
254247,Senior Staff,106503
254258,Engineer,55650
254270,Senior Staff,56051
254279,Staff,77890
254290,Senior Staff,40000
254292,Senior Staff,82442
254293,Senior Engineer,72996
254294,Senior Engineer,40000
254300,Assistant Engineer,40000
254312,Staff,54873
254325,Technique Leader,41916
254330,Senior Staff,57476
254343,Senior Engineer,40000
254347,Senior Engineer,42598
254354,Senior Engineer,51287
254366,Senior Staff,44253
254370,Senior Staff,62190
254378,Technique Leader,40000
254394,Senior Engineer,40000
254401,Senior Engineer,40000
254408,Staff,72168
254409,Senior Engineer,51009
254412,Senior Engineer,40000
254417,Senior Staff,72148
254418,Senior Staff,40000
254436,Senior Staff,44144
254444,Senior Engineer,40780
254454,Senior Staff,69829
254456,Senior Engineer,45936
254459,Senior Engineer,48159
254460,Staff,41391
254464,Senior Staff,59575
254467,Engineer,45641
254482,Engineer,59374
254488,Senior Staff,56628
254490,Senior Engineer,59699
254496,Senior Engineer,64113
254499,Senior Engineer,62725
254502,Senior Staff,68384
254511,Engineer,49937
254516,Senior Engineer,40000
254529,Senior Staff,40000
254534,Engineer,48935
254537,Senior Engineer,40000
254552,Senior Engineer,65080
254554,Engineer,57330
254563,Senior Staff,56737
254565,Senior Engineer,40000
254593,Senior Staff,55661
254597,Staff,74913
254598,Senior Staff,60264
254614,Senior Staff,40000
254625,Senior Engineer,69721
254628,Senior Staff,41606
254638,Senior Engineer,82287
254647,Senior Staff,56467
254655,Senior Staff,40000
254663,Senior Engineer,40000
254667,Assistant Engineer,57479
254677,Staff,82775
254679,Senior Staff,55414
254694,Senior Staff,59248
254698,Senior Engineer,42764
254699,Senior Engineer,40000
254706,Senior Staff,89007
254713,Senior Engineer,40000
254743,Engineer,44634
254759,Senior Engineer,40000
254767,Senior Engineer,40000
254772,Staff,80420
254775,Senior Staff,40000
254779,Senior Staff,41164
254788,Senior Staff,53230
254789,Staff,74056
254798,Senior Staff,86448
254800,Senior Staff,51721
254814,Senior Engineer,52682
254816,Senior Engineer,45618
254823,Senior Staff,40000
254838,Senior Staff,67360
254851,Senior Engineer,40000
254857,Senior Engineer,75693
254860,Senior Staff,40000
254861,Technique Leader,55675
254863,Senior Engineer,49842
254868,Senior Engineer,40000
254869,Staff,64891
254871,Engineer,40000
254880,Senior Staff,77640
254882,Senior Staff,81936
254883,Senior Staff,40000
254892,Senior Engineer,40000
254902,Technique Leader,49031
254904,Senior Staff,44900
254906,Senior Engineer,41348
254907,Senior Staff,76911
254923,Senior Engineer,40000
254925,Senior Staff,71631
254929,Technique Leader,63220
254932,Senior Staff,49274
254950,Senior Engineer,46725
254957,Engineer,62767
254959,Senior Engineer,58140
254963,Senior Engineer,48955
254965,Senior Engineer,40000
254978,Senior Engineer,55627
254985,Senior Engineer,40000
255004,Senior Engineer,48894
255007,Senior Engineer,40000
255010,Engineer,67867
255011,Senior Engineer,40000
255012,Senior Staff,40000
255018,Senior Engineer,40000
255021,Senior Staff,54597
255030,Senior Staff,40851
255035,Senior Staff,41760
255044,Staff,86810
255050,Staff,40000
255053,Senior Engineer,72928
255055,Senior Engineer,63631
255057,Senior Engineer,40000
255059,Engineer,40000
255063,Engineer,57385
255087,Senior Staff,62351
255092,Senior Staff,47626
255115,Senior Staff,40000
255119,Senior Staff,61586
255130,Senior Staff,62498
255132,Senior Staff,52383
255143,Senior Staff,64627
255144,Senior Engineer,60582
255151,Senior Staff,53248
255154,Engineer,56696
255156,Technique Leader,40000
255157,Assistant Engineer,40000
255167,Staff,46584
255168,Senior Staff,85000
255170,Engineer,57564
255171,Senior Staff,63091
255175,Staff,40000
255177,Senior Engineer,40000
255220,Senior Staff,40000
255225,Senior Staff,73104
255242,Senior Engineer,43627
255247,Senior Staff,56474
255248,Senior Engineer,62285
255256,Engineer,40000
255282,Assistant Engineer,40000
255291,Engineer,48459
255308,Staff,92920
255313,Senior Staff,63312
255318,Senior Staff,80871
255332,Senior Staff,40000
255338,Senior Engineer,50435
255339,Senior Engineer,47424
255346,Senior Engineer,40000
255356,Engineer,40000
255357,Staff,87822
255360,Engineer,40000
255361,Assistant Engineer,40000
255373,Engineer,68315
255397,Engineer,40000
255400,Engineer,59347
255403,Staff,63736
255407,Senior Engineer,63628
255422,Senior Staff,50283
255424,Senior Engineer,40000
255432,Senior Engineer,40000
255433,Senior Engineer,49618
255456,Senior Staff,86526
255464,Senior Engineer,42550
255467,Senior Staff,69154
255499,Senior Staff,72737
255515,Senior Engineer,40000
255517,Senior Staff,73791
255524,Engineer,43715
255534,Senior Staff,47081
255535,Senior Engineer,40000
255546,Staff,74324
255556,Staff,40990
255579,Senior Engineer,44666
255590,Senior Staff,40000
255598,Engineer,64344
255603,Senior Engineer,40000
255610,Senior Engineer,68475
255611,Senior Engineer,40000
255612,Senior Staff,63944
255620,Staff,84391
255630,Senior Staff,50650
255636,Senior Staff,52970
255641,Technique Leader,60548
255647,Technique Leader,40000
255649,Senior Engineer,40000
255668,Senior Staff,59879
255673,Engineer,40000
255679,Senior Staff,43688
255686,Senior Engineer,40000
255711,Senior Engineer,40000
255715,Senior Staff,49726
255717,Senior Staff,71882
255741,Senior Staff,40000
255768,Senior Staff,70968
255773,Senior Staff,72566
255774,Senior Engineer,71428
255778,Senior Engineer,59695
255795,Assistant Engineer,40000
255807,Senior Staff,40000
255815,Staff,101529
255828,Senior Engineer,40752
255834,Technique Leader,40000
255835,Staff,69900
255836,Technique Leader,48909
255837,Engineer,54703
255844,Senior Staff,89059
255858,Staff,81471
255877,Technique Leader,66311
255893,Senior Engineer,40000
255894,Senior Staff,57220
255895,Senior Engineer,64698
255902,Senior Engineer,68110
255908,Senior Engineer,62301
255911,Senior Engineer,40591
255913,Senior Engineer,60037
255914,Senior Staff,66251
255925,Engineer,52710
255928,Senior Engineer,44560
255929,Staff,60838
255933,Senior Staff,40000
255934,Senior Staff,56682
255943,Senior Engineer,64673
255956,Staff,44227
255961,Senior Staff,76019
255962,Senior Engineer,84218
255965,Engineer,61396
255966,Senior Staff,47677
255971,Senior Staff,61645
255984,Senior Engineer,40000
255989,Senior Engineer,47903
255991,Engineer,55979
255997,Engineer,40000
256001,Senior Staff,55732
256013,Senior Staff,46459
256028,Senior Engineer,40000
256041,Senior Engineer,50027
256057,Senior Staff,66862
256061,Senior Staff,82060
256065,Engineer,56625
256099,Senior Engineer,46302
256113,Senior Engineer,60294
256116,Senior Engineer,56581
256119,Senior Engineer,70804
256121,Senior Staff,55385
256129,Senior Engineer,45799
256137,Staff,78973
256149,Senior Staff,40000
256163,Senior Staff,40000
256167,Senior Engineer,48208
256169,Staff,41857
256172,Senior Engineer,54179
256175,Senior Engineer,40000
256179,Engineer,56108
256189,Senior Staff,56755
256195,Engineer,46140
256213,Assistant Engineer,40000
256235,Senior Staff,72421
256241,Senior Staff,65494
256253,Engineer,44158
256256,Senior Engineer,40000
256257,Engineer,52054
256277,Staff,42643
256280,Engineer,40000
256289,Senior Staff,64082
256293,Senior Staff,40000
256299,Senior Staff,58177
256300,Senior Engineer,62401
256302,Engineer,68321
256320,Senior Engineer,40000
256324,Engineer,43002
256335,Senior Engineer,40000
256341,Senior Staff,63793
256342,Senior Staff,62998
256344,Staff,57432
256356,Engineer,51437
256361,Senior Engineer,48901
256373,Staff,71914
256391,Senior Engineer,47759
256394,Engineer,47053
256403,Senior Engineer,44299
256407,Senior Staff,44973
256408,Technique Leader,40000
256414,Engineer,40000
256416,Senior Staff,63257
256429,Senior Engineer,40000
256431,Senior Staff,55925
256440,Senior Engineer,46452
256443,Senior Staff,74978
256444,Senior Engineer,53441
256459,Senior Staff,81131
256461,Senior Staff,76081
256466,Staff,95493
256468,Engineer,40000
256480,Senior Engineer,51574
256484,Senior Staff,40000
256494,Senior Staff,60199
256503,Engineer,51325
256510,Senior Engineer,51760
256521,Senior Staff,62755
256528,Senior Engineer,40000
256532,Senior Engineer,52412
256535,Senior Staff,40000
256536,Senior Staff,40000
256544,Senior Engineer,68952
256551,Senior Engineer,51903
256575,Senior Staff,40000
256576,Senior Staff,50817
256583,Senior Engineer,53571
256596,Senior Staff,63153
256611,Senior Engineer,49510
256614,Senior Engineer,41188
256617,Senior Engineer,41602
256626,Technique Leader,40000
256629,Senior Engineer,40000
256632,Senior Engineer,40000
256636,Senior Engineer,47663
256637,Senior Staff,70359
256648,Senior Staff,74697
256657,Senior Staff,57618
256661,Senior Engineer,41450
256663,Staff,68140
256664,Senior Staff,85672
256678,Senior Staff,57161
256682,Engineer,43532
256689,Engineer,40854
256701,Senior Engineer,40000
256702,Senior Staff,40000
256707,Senior Staff,78680
256727,Senior Staff,50335
256728,Senior Staff,64478
256740,Senior Engineer,40000
256743,Senior Engineer,40000
256751,Engineer,45303
256764,Senior Staff,40000
256769,Senior Staff,85369
256772,Senior Staff,55199
256783,Engineer,66157
256792,Senior Staff,93413
256797,Engineer,40000
256823,Senior Engineer,40000
256828,Senior Staff,40000
256831,Senior Staff,59977
256834,Technique Leader,40000
256835,Senior Engineer,40000
256840,Senior Engineer,51810
256852,Senior Staff,61271
256854,Senior Staff,49163
256858,Senior Engineer,40781
256862,Senior Staff,84308
256863,Senior Engineer,48703
256866,Senior Staff,93173
256874,Senior Staff,40000
256879,Staff,40000
256914,Staff,50973
256916,Senior Engineer,55134
256919,Senior Staff,40000
256920,Senior Staff,40000
256929,Staff,50357
256936,Senior Engineer,40000
256956,Senior Engineer,44349
256961,Senior Engineer,56341
256969,Senior Engineer,45605
256993,Engineer,58729
257004,Senior Engineer,40000
257008,Staff,53603
257009,Senior Engineer,66665
257017,Technique Leader,47352
257018,Staff,40000
257051,Senior Staff,78632
257053,Senior Staff,68397
257054,Engineer,82948
257073,Senior Staff,40191
257078,Engineer,40000
257079,Staff,71779
257082,Engineer,40000
257086,Senior Engineer,57585
257097,Senior Engineer,40000
257099,Senior Staff,49711
257103,Senior Staff,40000
257114,Staff,40000
257127,Senior Engineer,40000
257133,Senior Staff,40000
257141,Staff,77225
257152,Senior Engineer,40000
257154,Senior Staff,63408
257189,Senior Engineer,40000
257191,Senior Staff,44104
257200,Senior Staff,40000
257205,Senior Staff,64166
257209,Engineer,40000
257217,Senior Staff,56645
257235,Senior Engineer,41879
257261,Engineer,45615
257262,Engineer,62316
257264,Senior Staff,42573
257268,Engineer,51574
257269,Senior Staff,77486
257270,Senior Engineer,40000
257274,Senior Engineer,40000
257276,Senior Staff,57570
257300,Senior Staff,85537
257301,Senior Staff,79075
257302,Senior Staff,52753
257311,Senior Staff,66997
257322,Senior Staff,40000
257329,Senior Staff,44549
257340,Senior Engineer,40000
257350,Senior Engineer,61884
257357,Senior Engineer,40000
257360,Senior Staff,106124
257369,Senior Engineer,54587
257376,Senior Staff,53692
257395,Senior Staff,40000
257401,Senior Engineer,40000
257407,Senior Staff,49114
257409,Senior Engineer,41864
257416,Engineer,61486
257428,Senior Staff,61910
257432,Senior Engineer,43163
257435,Senior Staff,46317
257436,Senior Staff,86745
257437,Engineer,40000
257441,Senior Engineer,47954
257455,Senior Staff,69277
257467,Senior Engineer,64625
257485,Senior Staff,74705
257495,Engineer,40000
257498,Senior Staff,71520
257501,Staff,56813
257505,Senior Staff,66882
257511,Senior Staff,83214
257514,Senior Staff,40000
257517,Senior Engineer,40000
257526,Engineer,40000
257533,Senior Engineer,40000
257537,Engineer,42323
257538,Senior Engineer,40000
257552,Senior Engineer,40200
257565,Senior Engineer,40106
257567,Senior Engineer,67046
257578,Senior Engineer,44674
257579,Staff,58043
257588,Senior Engineer,58748
257597,Staff,50117
257612,Engineer,40000
257617,Senior Engineer,67926
257628,Staff,56560
257630,Senior Staff,55060
257640,Senior Engineer,40000
257652,Senior Staff,40000
257659,Senior Staff,65660
257665,Staff,40000
257667,Senior Staff,40000
257671,Senior Staff,40000
257677,Senior Engineer,51596
257685,Senior Engineer,40000
257688,Senior Staff,40000
257699,Senior Engineer,51894
257705,Senior Staff,64269
257711,Engineer,55400
257733,Senior Engineer,57893
257740,Senior Staff,73959
257757,Engineer,43680
257779,Engineer,47600
257788,Senior Engineer,61317
257793,Senior Engineer,66402
257797,Senior Staff,54456
257798,Senior Engineer,40090
257802,Senior Engineer,48837
257804,Senior Engineer,41900
257807,Senior Engineer,40000
257817,Senior Engineer,65777
257825,Engineer,40000
257828,Senior Staff,40000
257836,Engineer,40000
